AAPL,GOOGL,NDX
117.0001,821.78,4833.742
117.12,822.36,4836.017
117.13,822.6,4836.664
117.22,822.47,4836.774
117.22,822.99,4838.41
117.205,822.81,4838.266
117.23,822.66,4837.398
117.21,822.84,4837.685
117.18,823.01,4838.176
117.185,822.79,4836.857
117.1601,822.5599,4835.999
117.06,821.63,4832.247
116.68,819.8466,4837.286
116.5,821.04,4836.301
116.51,819.804,4833.092
116.62,819.96,4831.798
116.6273,821.47,4831.628
116.35,818.76,4824.274
116.36,818.57,4823.085
116.46,820.08,4828.712
116.47,820.74,4827.979
116.5102,820.31,4830.683
116.55,820.95,4830.442
116.565,821.24,4832.685
116.73,820.98,4833.941
116.82,821.01,4832.871
116.66,820.73,4831.089
116.6599,821.095,4828.413
116.61,821.52,4828.297
116.6092,822.15,4830.951
116.75,822.18,4831.877
116.7,822.23,4830.288
116.7701,822.51,4832.704
116.67,822.11,4831.189
116.7,822.89,4834.395
116.7441,823.2468,4836.953
116.72,822.9955,4835.543
116.78,823.4,4839.454
116.86,823.96,4839.965
116.905,823.545,4839.195
116.89,823.765,4839.872
116.83,823.55,4837.204
116.79,823.358,4836.232
116.77,822.545,4835.132
116.72,822.65,4835.294
116.59,822.075,4834.242
116.565,821.27,4835.244
116.6199,821.44,4834.76
116.66,821.88,4836.137
116.645,822.24,4837.723
116.575,822.24,4837.19
116.56,822.2,4836.698
116.52,821.28,4834.696
116.5299,821.8,4834.3
116.47,821.26,4831.252
116.48,821.35,4832.648
116.42,821.29,4832.695
116.42,821.4,4833.854
116.47,822.05,4835.513
116.5,822.07,4836.884
116.495,821.03,4836.244
116.51,821.46,4835.841
116.52,821.56,4835.443
116.4946,821.34,4835.133
116.5111,821.45,4836.38
116.585,821.69,4837.165
116.555,821.54,4835.514
116.57,821.56,4835.385
116.5401,821.87,4834.372
116.58,821.96,4834.768
116.605,821.89,4835.089
116.592,821.24,4835.889
116.65,822.4,4840.111
116.7,821.53,4840.682
116.7,821.36,4839.643
116.69,822.33,4840.167
116.7,822.05,4840.24
116.64,821.615,4838.341
116.6,821.08,4837.866
116.56,821.2,4838.139
116.56,821.38,4837.466
116.52,821.13,4836.647
116.53,821.25,4837.099
116.54,821.06,4836.96
116.58,820.96,4838.278
116.61,820.61,4839.064
116.635,820.6,4838.541
116.64,820.73,4839.806
116.61,820.47,4838.24
116.61,820.715,4838.047
116.61,820.93,4838.198
116.6741,821.05,4838.963
116.64,820.93,4838.826
116.658,820.65,4838.773
116.66,820.725,4838.128
116.62,820.78,4838.416
116.67,821.11,4838.05
116.67,820.73,4838.329
116.6737,820.81,4838.73
116.68,820.99,4839.054
116.668,821.055,4838.66
116.65,821.12,4838.507
116.6756,821.2075,4839.372
116.61,820.89,4837.402
116.61,821.07,4838.092
116.6013,820.86,4838.006
116.6,820.77,4837.938
116.65,820.73,4839.79
116.6568,821,4840.545
116.68,821.11,4841.298
116.73,821.3,4842.965
116.705,821.17,4843.15
116.7,821.04,4842.667
116.68,821.065,4843.111
116.7456,821.76,4845.604
116.7,821.625,4845.282
116.7,821.49,4845.25
116.66,821.53,4844.022
116.7,821.72,4845.244
116.6759,821.54,4845.043
116.61,821.605,4844.332
116.6312,821.56,4844.612
116.58,821.3,4844.033
116.54,821.16,4843.481
116.5641,821.49,4843.804
116.5673,821.33,4843.971
116.54,821.17,4843.234
116.5753,821.09,4843.053
116.609,821.055,4843.79
116.59,821.12,4843.588
116.59,821.01,4843.876
116.61,821.553,4845.225
116.6,821.6,4844.748
116.565,821.52,4843.483
116.56,821.01,4842.716
116.57,821.15,4843.157
116.6,821.04,4843.842
116.62,821.13,4843.419
116.6699,821.12,4843.449
116.6549,821.14,4843.965
116.66,821.16,4843.817
116.66,820.78,4843.798
116.69,820.9999,4843.761
116.69,820.76,4843.639
116.72,820.54,4843.977
116.72,820.595,4844.444
116.713,820.65,4844.743
116.78,820.91,4846.916
116.825,820.92,4848.71
116.839,821.04,4849.735
116.81,820.9,4849.306
116.85,821.05,4849.642
116.82,820.89,4849.672
116.8,820.95,4848.926
116.82,820.43,4849.244
116.815,820.45,4849.219
116.83,820.16,4849.347
116.7701,820.34,4850.13
116.765,820.15,4849.759
116.77,820.295,4850.518
116.745,820.12,4849.54
116.74,819.89,4849.052
116.74,820,4849.419
116.765,819.92,4849.871
116.75,819.92,4849.903
116.72,819.715,4849.41
116.73,819.735,4849.356
116.725,819.41,4849.21
116.71,819.47,4848.655
116.705,819.44,4848.788
116.685,819.14,4847.654
116.65,819.33,4847.787
116.65,819.09,4847.465
116.63,819.27,4847.697
116.66,818.89,4848.229
116.64,819,4848.155
116.635,819.05,4847.687
116.63,818.8,4847.589
116.6456,818.665,4847.309
116.685,818.73,4848.059
116.66,818.75,4846.736
116.645,818.845,4846.569
116.65,818.92,4846.372
116.65,819.0399,4845.687
116.62,818.545,4844.623
116.6199,818.88,4844.381
116.645,818.77,4844.796
116.615,819.11,4844.881
116.575,819.125,4844.491
116.595,818.84,4844.339
116.575,818.9525,4842.676
116.53,819.14,4843.002
116.54,819.4,4843.272
116.5629,819.46,4843.882
116.5654,819.4,4843.43
116.5399,819.43,4843.006
116.5,819.32,4842.259
116.52,819.055,4842.819
116.53,819.1,4842.875
116.51,819.28,4843.045
116.51,819.36,4843.199
116.51,819.34,4842.179
116.515,819.5,4842.985
116.5,819.79,4842.736
116.51,819.7,4842.841
116.5,819.8494,4842.927
116.51,820.1,4842.848
116.51,820.2,4843.104
116.5,820.3,4842.904
116.52,820.42,4843.24
116.51,820.472,4842.946
116.525,820.51,4843.743
116.525,820.7,4843.286
116.495,820.54,4842.451
116.5115,820.74,4842.524
116.5062,820.96,4842.756
116.5,821.24,4843.114
116.5211,821.42,4843.639
116.53,821.635,4844.544
116.5201,821.809,4844.073
116.525,821.77,4844.515
116.534,822.2061,4845.244
116.53,821.85,4844.328
116.566,822.2,4844.878
116.5565,822.33,4844.892
116.5459,822.46,4845.52
116.5262,822.35,4844.941
116.515,822.85,4844.341
116.54,822.706,4844.293
116.5499,822.87,4844.863
116.54,823,4845.407
116.534,823.36,4845.925
116.58,823.35,4846.859
116.605,823.2264,4847.11
116.595,823.01,4846.795
116.59,822.92,4846.09
116.57,822.9,4845.85
116.58,822.79,4845.626
116.6,822.8974,4846.025
116.55,822.8,4845.05
116.5572,822.9042,4845.655
116.585,822.9925,4846.396
116.5972,822.9,4846.378
116.605,822.85,4846.23
116.6094,822.87,4846.675
116.566,822.73,4845.732
116.59,822.5675,4845.278
116.585,822.56,4844.683
116.61,822.625,4845.312
116.605,822.71,4845.206
116.5907,822.665,4845.472
116.55,822.58,4844.113
116.575,822.2,4844.27
116.5401,822.3,4843.502
116.51,822.36,4842.068
116.5,822.28,4842.003
116.5158,822.03,4842.2
116.5,822.12,4841.978
116.5089,822.5486,4842.135
116.4995,822.57,4841.972
116.51,822.61,4842.416
116.54,822.76,4843.62
116.5231,822.63,4843.557
116.5405,822.84,4843.692
116.58,823.08,4845.634
116.58,823.21,4845.548
116.595,823.2088,4846.156
116.6095,823.11,4846.745
116.61,823.1428,4846.498
116.6146,823.19,4846.497
116.655,823.66,4848.043
116.7,823.84,4849.554
116.699,823.8445,4850.804
116.63,824.06,4849.111
116.66,823.83,4849.317
116.61,823.855,4849.391
116.6,823.855,4849.229
116.615,823.72,4849.507
116.6,823.54,4849.011
116.61,823.4289,4849.121
116.61,823.5272,4848.999
116.61,823.3005,4849.509
116.6135,823.33,4849.68
116.595,823.295,4849.278
116.62,823.48,4849.412
116.615,823.49,4849.125
116.625,823.5,4848.917
116.63,823.49,4848.649
116.625,823.5,4848.869
116.6299,823.25,4848.385
116.6199,822.78,4848.083
116.68,822.95,4848.72
116.6894,822.755,4847.559
116.67,822.555,4846.865
116.69,822.44,4847.328
116.655,822.5,4846.729
116.67,822.12,4846.941
116.6559,822.39,4846.801
116.695,822.37,4848.559
116.66,822.34,4848.161
116.67,821.7,4848.074
116.68,821.575,4848.291
116.715,821.45,4847.651
116.66,821.3,4846.645
116.69,821.48,4847.212
116.695,821.6776,4847.949
116.68,822.08,4848.946
116.64,821.75,4848.323
116.685,821.77,4848.486
116.7,821.77,4847.947
116.71,821.85,4848.398
116.72,821.865,4848.518
116.6947,821.88,4847.385
116.68,822.08,4847.299
116.7,822.33,4848.477
116.67,822.2322,4847.867
116.63,822.1399,4847.217
116.6101,821.93995,4847.296
116.635,821.74,4848.329
116.64,822,4848.925
116.6235,821.97,4849.037
116.675,822.31,4850.43
116.6775,822.42,4850.305
116.6401,822.0775,4849.303
116.66,822.0925,4849.648
116.64,822.255,4850.435
116.6459,822.2483,4850.23
116.62,822.2416,4849.995
116.63,822.2331,4849.773
116.615,821.96,4849.164
116.6201,821.88,4848.887
116.6301,822.05,4849.097
116.62,821.92,4848.775
116.62,822.15,4849.212
116.63,822.38,4849.991
116.585,822.279,4849.617
116.6,822.178,4849.997
116.6,822.21,4850.206
116.615,822.36,4850.579
116.62,822.66,4851.578
116.62,822.54,4851.565
116.62,822.3254,4851.329
116.64,822.54,4851.787
116.6,822.55,4851.006
116.6065,822.53,4850.834
116.6,822.4399,4850.991
116.61,822.26,4851.22
116.62,822.5,4851.708
116.619,822.215,4851.696
116.62,822.25,4851.836
116.645,822.2,4851.789
116.6299,822.17,4851.313
116.64,822.01,4850.744
116.6399,822,4850.344
116.6347,821.83,4850.474
116.605,821.77,4850.18
116.61,821.63,4850.129
116.615,821.77,4850.691
116.6059,821.85,4850.58
116.6,821.99,4850.761
116.5649,821.31,4849.264
116.614,821.44,4849.577
116.59,821.04,4848.199
116.535,821.29,4848.196
116.52,821.65,4848.308
116.53,821.46,4847.78
116.535,821.74,4848.314
116.55,821.86,4848.697
116.547,821.78,4848.385
116.5,821.735,4847.981
116.52,821.7375,4849.01
116.495,821.65,4848.652
116.51,821.73,4848.408
116.502,821.77,4848.93
116.52,821.9,4848.956
116.505,822.16,4849.29
116.49,822.04,4848.984
116.51,822.175,4848.856
116.47,822.15,4848.809
116.455,822.205,4848.183
116.4054,822.23,4847.809
116.3599,822.15,4847.739
116.35,822.36,4847.535
116.305,822.44,4847.599
116.32,822.53,4848.117
116.305,822.835,4848.116
116.31,822.9,4847.571
116.32,822.8,4847.909
116.37,822.72,4848.78
116.345,822.585,4849.167
116.45,822.47,4849.445
116.51,822.99,4850.59
116.52,822.9425,4852.324
116.485,823.27,4853.048
116.505,823.44,4852.611
116.49,823.445,4852.111
116.51,823.72,4852.564
116.51,823.68,4852.071
116.49,823.72,4851.656
116.49,823.6,4851.887
116.47,823.5,4851.726
116.6,823.73,4850.684
117.2,830.31,4883.694
117.2,832.5,4886.785
117.3406,833.51,4886.181
117.39,833.35,4884.95
117.5,832.02,4886.481
117.5316,832.9,4887.644
117.53,832.48,4886.055
117.52,832.31,4886.939
117.3814,831.56,4882.999
117.4599,830.5,4883.221
117.39,830.69,4885.026
117.28,829.73,4881.165
117.2175,830.12,4881.302
117.26,831.1,4883.552
117.32,831,4883.79
117.3973,831.0929,4887.1
117.39,830.8,4887.226
117.44,831.18,4888.15
117.44,831.49,4891.256
117.415,832.3227,4892.726
117.4,833.1,4894.923
117.365,833,4893.487
117.3694,832.917,4893.713
117.3859,833.5,4893.619
117.405,833.27,4894.029
117.42,833.72,4894.16
117.39,833.85,4895.015
117.47,833.4599,4895.991
117.44,833.29,4894.931
117.4375,833.4515,4895.525
117.455,833.7164,4896.221
117.436,834.012,4895.682
117.335,833.44,4894.446
117.29,833.41,4893.113
117.28,833.39,4892.876
117.24,833.405,4893.996
117.19,833.815,4893.911
117.21,834.4,4895.771
117.31,834.5,4895.812
117.29,834.425,4893.981
117.3,834.6,4896.164
117.33,834.71,4896.209
117.2965,834.785,4895.921
117.3133,834.59,4894.486
117.35,835.005,4894.527
117.39,834.68,4896.769
117.375,835.06,4898.058
117.405,835.49,4898.332
117.38,834.99,4896.952
117.39,834.675,4896.019
117.415,834.3,4896.667
117.38,834.48,4897.152
117.3853,834.73,4897.082
117.38,834.2925,4896.653
117.385,834.255,4896.363
117.355,834.4748,4896.199
117.33,834.66,4897.336
117.2767,834.44,4897.007
117.245,834.165,4895.925
117.135,833.33,4893.849
117.1213,833.33,4893.647
117.1292,833.1,4894.435
117.1732,833.32,4895.984
117.175,833.45,4896.176
117.1561,833.55,4894.934
117.205,833.34,4895.861
117.175,833.012,4893.971
117.2,833.4,4893.988
117.21,832.651,4894.044
117.22,832.03,4894.396
117.18,832.295,4894.177
117.17,832.4,4893.701
117.19,831.75,4894.015
117.11,831.84,4891.88
117.13,832,4890.348
117.2233,832.71,4893.341
117.2,833.023,4893.856
117.23,833.069,4895.038
117.28,832.62,4894.789
117.32,833.03,4895.557
117.3166,833.28,4895.35
117.305,833.24,4895.241
117.285,833.52,4895.585
117.28,833.57,4896.845
117.27,834.28,4897.113
117.25,834.28,4897.926
117.255,834.8699,4897.872
117.35,835.005,4900.644
117.391,835.28,4901.076
117.36,835.05,4898.696
117.34,835.08,4898.739
117.3639,835.9,4900.501
117.355,835.67,4899.617
117.36,835.71,4899.948
117.39,835.805,4900.517
117.41,836.61,4900.997
117.37,836.09,4900.014
117.4199,836.26,4901.514
117.37,835.73,4900.643
117.36,835.8546,4899.95
117.385,835.9875,4901.633
117.41,836.0284,4901.226
117.41,836.3462,4901.6
117.41,836.59,4902.659
117.42,836.5,4903.423
117.4101,836.25,4902.738
117.43,836.44,4902.983
117.43,836.3938,4903.212
117.4439,836.63,4903.337
117.46,836.8099,4904.043
117.46,836.5585,4903.607
117.47,836.47,4902.683
117.449,836.3296,4902.427
117.4051,836.1,4901.524
117.38,836.52,4900.934
117.3895,836.64,4901.493
117.37,836.85,4900.576
117.38,837.29,4901.057
117.37,837.035,4900.391
117.3784,837.19,4900.317
117.38,837.25,4900.41
117.395,837.43,4900.1
117.415,837.5705,4900.887
117.43,837.65,4901.136
117.44,837.7157,4900.366
117.48,837.5007,4900.3
117.485,837.5694,4900.899
117.475,837.05,4900.643
117.46,836.74,4900.47
117.46,836.87,4900.287
117.45,836.7,4900.151
117.4,837.33,4899.875
117.4363,837.06,4900.595
117.4446,837.215,4899.117
117.44,837.29,4898.619
117.45,837.4407,4899.621
117.43,837.24,4899.852
117.41,837.395,4900.3
117.42,837.65,4900.167
117.425,837.62,4900.199
117.4,837.7,4899.984
117.39,837.83,4901.062
117.42,837.74,4900.964
117.39,837.69,4900.584
117.39,837.3,4899.854
117.425,837.45,4899.108
117.395,837.42,4898.114
117.385,837.3,4897.865
117.39,837,4898.429
117.355,837.1,4897.79
117.365,837.25,4898.477
117.34,837.3009,4898.962
117.335,837.3125,4899.009
117.32,837.2,4898.537
117.26,837.0939,4896.809
117.3,837.27,4896.652
117.3003,837.18,4897.075
117.3289,837.18,4897.595
117.31,837,4897.351
117.295,836.78,4897.238
117.3,836.79,4897.673
117.35,836.99,4898.495
117.33,836.9,4897.819
117.35,836.88,4898.563
117.35,837.15,4898.324
117.3852,836.6799,4898.268
117.38,836.44,4898.125
117.36,836.35,4897.866
117.3701,836.71,4898.143
117.385,836.17,4898.097
117.38,836.7,4898.688
117.36,836.35,4897.291
117.3659,836.7,4897.633
117.37,836.75,4897.685
117.365,836.74,4897.383
117.36,836.98,4897.112
117.37,837,4898.169
117.31,836.84,4896.463
117.31,836.69,4896.875
117.3001,836.92,4896.732
117.3,837,4896.226
117.295,837.2,4896.075
117.29,837.16,4896.471
117.27,837.04,4896.226
117.2675,837.08,4896.94
117.282,836.98,4897.137
117.27,836.66,4896.634
117.245,836.67,4896.313
117.25,836.94,4895.715
117.22,836.65,4895.809
117.239,836.845,4894.781
117.24,837.04,4896.012
117.27,836.943,4896.499
117.3,836.7,4896.802
117.31,836.69,4897.813
117.28,836.79,4897.104
117.2747,836.82,4896.963
117.27,836.72,4897.179
117.28,836.2345,4897.16
117.255,836.25,4896.87
117.2559,836.36,4896.666
117.255,836.3676,4896.741
117.27,836.46,4897.382
117.26,836.25,4897.278
117.2862,836.57,4897.875
117.29,836.51,4897.704
117.27,836.31,4896.832
117.28,836.32,4896.313
117.28,836.34,4896.586
117.27,836.2,4897.056
117.2708,836.4542,4897.146
117.298,836.621,4898.055
117.3,836.74,4898.629
117.325,836.41,4898.031
117.33,836.27,4898.159
117.3258,836.27625,4898.094
117.341,836.2825,4898.239
117.35,836.2,4898.005
117.371,836.16,4898.486
117.37,836.15,4899.443
117.3701,836.08,4899.026
117.385,836.26,4898.87
117.395,836.7,4900.293
117.37,836.56,4899.084
117.39,836.41,4899.13
117.405,836.52,4898.904
117.4153,836.63,4899.629
117.41,836.4359,4899.413
117.43,836.595,4900.348
117.4101,836.61,4900.469
117.41,836.53,4900.529
117.4247,836.45,4900.704
117.4276,836.56,4900.472
117.4599,836.29,4900.843
117.47,836.57,4901.537
117.475,836.64,4901.82
117.48,836.5273,4901.661
117.49,836.505,4901.729
117.48,836.5075,4901.641
117.48,836.51,4901.635
117.49,836.5,4901.506
117.5,836.75,4901.615
117.54,836.73,4902.352
117.52,836.7,4902.329
117.53,836.36,4901.775
117.5,836.57,4901.895
117.5,836.625,4901.501
117.51,836.56,4901.708
117.5,836.5,4901.406
117.5,836.48,4900.723
117.49,836.34,4900.478
117.5,836.81,4901.767
117.495,836.83,4901.719
117.515,836.8,4901.712
117.54,836.93,4902.357
117.56,837.325,4903.053
117.585,837.28,4902.879
117.59,837.273,4902.929
117.5941,837.56,4903.633
117.582,837.52,4903.311
117.585,837.55,4903.403
117.63,837.93,4905.276
117.63,837.4,4905.113
117.6059,837.47,4903.986
117.605,837.24,4903.774
117.59,837.075,4904.19
117.575,837.15,4903.655
117.57,836.775,4903.427
117.58,836.89,4903.471
117.6153,836.86,4903.861
117.615,836.88,4903.762
117.6759,836.785,4903.985
117.69,837.17,4904.418
117.71,836.925,4904.364
117.66,837.06,4903.498
117.65,836.76,4902.776
117.6501,836.73,4903.164
117.6852,836.82,4903.417
117.73,836.57,4903.715
117.7393,836.71,4904.32
117.7159,836.74,4903.833
117.695,836.31,4903.01
117.67,836.51,4903.311
117.685,836.56,4903.955
117.685,836.695,4903.796
117.6758,836.64,4903.689
117.675,836.3995,4903.341
117.665,836.3,4903.388
117.6047,836.34,4902.4
117.59,836.375,4902.795
117.59,836.56,4903.191
117.57,836.37,4903.493
117.5759,836.6,4903.042
117.54,836.415,4902.236
117.549,836.28,4902.594
117.5,836.165,4902.231
117.53,835.96,4902.63
117.51,836.01,4902.721
117.545,836,4902.862
117.545,835.94,4902.929
117.59,836.5,4903.737
117.6199,836.39,4903.575
117.5701,835.99,4902.881
117.5799,836.32,4903.357
117.51,836.131,4903.154
117.545,836.42,4903.914
117.5353,836.47,4903.89
117.525,836.215,4903.335
117.49,836.42,4902.68
117.48,836.42,4902.48
117.53,836.46,4903.411
117.5399,836.32,4903.37
117.54,836.485,4903.629
117.5099,836.29,4903.267
117.48,836.45,4903.438
117.47,836.24,4903.472
117.43,836.24,4902.688
117.45,836.18,4903.201
117.41,835.81,4903.029
117.385,836.02,4902.411
117.3562,835.6,4902.183
117.38,835.67,4902.765
117.3945,835.42,4902.789
117.375,835.5,4902.446
117.3899,835.4528,4902.247
117.42,835.71,4902.842
117.4,835.62,4902.256
117.4,835.69,4902.353
117.43,835.6329,4902.778
117.43,835.75,4903.411
117.47,835.8,4904.498
117.47,835.84,4904.375
117.505,835.62,4904.175
117.53,835.5,4904.318
117.53,835.61,4904.48
117.495,835.45,4904.141
117.505,835.5832,4904.378
117.46,835.3883,4903.219
117.455,835.02,4903.104
117.4641,835.22,4903.379
117.42,835.52,4903.799
117.4,835.345,4903.685
117.375,835.17,4903.426
117.38,835.0757,4903.007
117.38,835.15,4902.906
117.3992,835.1,4903.481
117.395,835.16,4903.507
117.41,835.1122,4904.144
117.41,835.17,4903.479
117.405,835.02,4903.651
117.41,835.34,4903.958
117.4,835.367,4903.583
117.385,834.86,4902.963
117.395,834.61,4902.475
117.385,834.98,4903.027
117.395,834.995,4902.752
117.3708,835.025,4902.529
117.3701,834.66,4902.155
117.3938,835,4903.208
117.4,835,4903.515
117.41,834.8,4902.627
117.385,834.2701,4902.114
117.38,834.55,4901.812
117.3649,834.48,4901.529
117.355,834.04,4900.928
117.4,834.0001,4900.965
117.4,834,4901.24
117.43,833.95,4901.812
117.4493,833.95,4902.565
117.45,834.1696,4903.087
117.4865,834.91,4904.458
117.46,834.91,4903.694
117.43,834.76,4902.964
117.41,834.435,4901.37
117.42,834.7464,4902.619
117.4,834.71,4903.358
117.435,835,4904.255
117.435,834.77,4903.791
117.44,834.56,4903.823
117.495,834.77,4904.48
117.475,834.96,4905.445
117.57,835.4899,4907.76
117.595,835.53,4908.464
117.62,835.62,4909.082
117.56,835.45,4908.175
117.6,835.46,4907.491
117.59,835.54,4908.022
117.6,835.88,4908.328
117.67,836.51,4911.203
117.65,835.74,4908.813
117.995,836.575,4907.265
118,836.42,4906.406
117.85,836.2,4906.93
117.77,835.73,4907.241
117.735,835.71,4904.913
117.79,835.35,4904.733
117.86,834.87,4904.433
117.81,834.165,4907.386
117.91,833.82,4906.911
117.895,834.05,4908.756
117.9001,833.27,4907.929
117.8325,833.32,4907.945
117.86,833.06,4908.826
117.9,833.09,4908.733
117.86,833.44,4907.996
117.93,833.41,4911.167
117.93,833.4144,4911.474
117.86,833,4909.064
117.89,832,4907.38
117.96,831.34,4908.38
118,832.2571,4909.32
117.99,832.3,4909.425
117.98,832.695,4908.912
117.979,833,4908.247
117.984,833.27,4908.36
117.97,833.98,4910.183
117.93,834.28,4910.321
117.87,833.92,4909.258
117.83,833.57,4909.399
117.77,833.61,4909.148
117.65,832.62,4905.8
117.695,832.38,4905.943
117.79,832.87,4908.259
117.76,833.03,4908.296
117.7194,833.165,4908.163
117.765,833.522,4910.259
117.755,833.8555,4910.629
117.77,833.72,4910.154
117.74,833.48,4909.539
117.74,833.11,4909.791
117.6707,833,4909.115
117.65,833.0625,4908.498
117.59,832.3,4905.652
117.6243,832.32,4905.886
117.57,832.22,4906.822
117.62,831.65,4907.348
117.675,831.92,4907.607
117.7,831.64,4908.484
117.715,831.27,4909.187
117.73,831.26,4909.878
117.6741,831.18,4908.719
117.69,830.99,4908.706
117.72,830.67,4907.682
117.74,830.5,4906.163
117.765,830.3,4904.053
117.7543,830.4,4902.402
117.7846,830.51,4903.667
117.77,830.91,4905.169
117.8,830.84,4905.03
117.79,831.425,4904.698
117.785,831.17,4903.55
117.83,831.14,4903.457
117.78,831.14,4903.385
117.79,831.1817,4904.21
117.7899,830.86,4903.912
117.78,830.93,4904.396
117.81,830.85,4905.149
117.78,831.3,4904.899
117.79,831.11,4904.646
117.79,831.01,4903.483
117.77,831.36,4902.36
117.75,831.44,4901.583
117.77,831.84,4903.229
117.72,831.5,4902.266
117.6441,831.05,4899.121
117.65,830.76,4897.841
117.63,831,4896.899
117.67,830.525,4897.026
117.605,830.21,4895.277
117.62,830.4,4895.256
117.6366,830.06,4895.013
117.635,830.52,4894.666
117.62,830.44,4895.013
117.57,830.315,4895.814
117.5452,830.73,4896.057
117.46,830.62,4895.739
117.45,830.5,4894.999
117.55,830.235,4896.728
117.5,830.45,4896.927
117.53,830.82,4898.473
117.53,830.82,4898.23
117.53,831.655,4899.371
117.52,831.8,4899.994
117.47,831.55,4899.623
117.4742,831.515,4899.332
117.46,831.195,4898.486
117.4946,830.81,4898.704
117.58,831.2,4899.497
117.5458,830.94,4899.327
117.59,831.16,4899.663
117.5611,831.05,4899.305
117.5635,831.1149,4899.039
117.555,831.1,4898.997
117.55,831.095,4898.945
117.58,831.01,4898.554
117.5556,830.73,4897.502
117.5747,830.65,4898.542
117.605,830.745,4899.649
117.605,830.73,4899.271
117.6,830.77,4898.764
117.6011,830.58,4897.913
117.6158,830.85,4896.889
117.61,830.46,4895.939
117.6,830.435,4896.337
117.63,830.69,4897.511
117.6047,830.83,4897.789
117.6,830.83,4897.923
117.5899,830.86,4898.202
117.63,831.3624,4899.974
117.65,831.59,4901.036
117.631,831.55,4899.993
117.68,831.6,4901.614
117.68,831.66,4901.248
117.69,831.45,4900.279
117.67,831.36,4899.9
117.68,831.37,4900.047
117.6538,831.6,4900.303
117.6058,831.07,4899.247
117.52,831.01,4898.693
117.52,830.9,4898.331
117.51,830.6,4897.482
117.51,830.57,4898.074
117.52,830.705,4898.706
117.47,830.48,4896.785
117.4986,830.7,4896.324
117.47,830.61,4896.718
117.46,830.635,4896.362
117.4662,830.59,4896.311
117.4737,830.26,4895.893
117.46,830.22,4895.418
117.47,830.15,4896.26
117.45,829.87,4895.733
117.44,829.825,4895.377
117.45,829.725,4895.474
117.46,829.94,4896.104
117.455,829.67,4895.518
117.475,829.62,4896.392
117.44,829.82,4896.173
117.43,829.405,4895.221
117.4426,829.31,4894.829
117.5,829.18,4893.734
117.475,829.275,4894.831
117.47,829.235,4895.106
117.45,829.275,4894.619
117.45,829.3,4894.676
117.43,829.09,4893.639
117.435,828.7,4893.153
117.415,828.45,4890.985
117.44,828.39,4891.447
117.43,828.36,4891.851
117.43,828.195,4891.724
117.415,828.195,4891.308
117.355,828.2501,4891.289
117.365,828.29,4892.015
117.31,828.285,4891.321
117.3499,827.8,4890.572
117.3268,827.55,4889.417
117.38,827.57,4890.256
117.4001,827.79,4891.792
117.405,827.905,4891.841
117.39,827.855,4891.577
117.39,827.87,4891.238
117.4,827.785,4890.579
117.395,828.07,4890.274
117.395,828.25,4890.607
117.425,828.44,4891.715
117.425,828.35,4890.746
117.445,828.5,4891.471
117.47,828.42,4891.318
117.47,828.22,4891.048
117.47,828.125,4890.318
117.4993,828.2405,4890.51
117.505,828.05,4890.719
117.55,828.02,4891.294
117.55,827.9095,4891.468
117.5,827.16,4889.605
117.47,826.3434,4888.557
117.48,825.5,4888.438
117.52,825.6725,4888.486
117.515,825.89,4890.02
117.4986,825.58,4889.817
117.505,825.52,4889.923
117.4499,826.3,4889.278
117.4659,826.21,4889.182
117.489,826.395,4889.973
117.52,826.72,4890.585
117.57,827.54,4892.416
117.55,827.61,4893.439
117.57,827.49,4893.375
117.5633,827.49,4893.134
117.55,827.1505,4892.897
117.585,827.33,4892.195
117.5933,827.2275,4892.396
117.584,827.065,4892.849
117.596,827,4892.773
117.62,826.99,4892.962
117.685,827.35,4893.567
117.635,827.56,4893.932
117.5965,827.62,4893.136
117.65,827.68,4893.989
117.66,827.66,4893.51
117.6475,827.9,4893.031
117.6659,827.67,4892.398
117.639,827.3,4890.814
117.6341,827.65,4892.1
117.635,827.4,4891.743
117.64,827.78,4892.322
117.58,827.68,4892.131
117.5838,827.63,4892.003
117.6101,827.58,4891.404
117.602,827.42,4891.498
117.61,827.3382,4891.474
117.5874,827.29,4891.179
117.61,827.29,4890.776
117.6245,827.35,4891.702
117.605,827.69,4891.887
117.62,827.6,4892.169
117.65,828,4893.832
117.735,828.05,4893.666
117.735,828.11,4893.512
117.765,828.225,4893.837
117.8441,828.17,4893.553
117.85,828.51,4893.635
117.846,828.3,4893.603
117.845,828.33,4893.421
117.8259,828.425,4893.941
117.8245,828.38,4893.583
117.825,828.56,4893.824
117.835,828.6,4893.704
117.8499,828.55,4893.841
117.82,829.01,4894.003
117.83,828.83,4893.454
117.84,828.59,4893.024
117.905,828.66,4893.812
117.9436,829.013,4896.329
117.9226,828.8193,4896.338
117.875,828.58,4895.385
117.84,828.5872,4895.005
117.8482,828.75,4895.414
117.8127,828.7,4894.648
117.85,828.67,4895.468
117.8747,828.5776,4895.1
117.835,828.45,4894.962
117.85,828.63,4895.106
117.865,828.66,4894.781
117.88,828.74,4894.753
117.9072,829.08,4896.043
117.96,829.26,4896.899
117.945,829.11,4896.702
117.9,829.18,4896.773
117.9401,829.42,4897.42
117.9505,829.71,4898.216
117.951,829.7447,4898.118
117.97,829.95,4898.7
